id,name,now_cost,position,team,news_added,expected_goals_conceded_per_90,own_goals,saves_per_90,bonus,transfers_in_event,bps,creativity_rank_type,points_per_game_rank,red_cards,penalties_saved,saves,corners_and_indirect_freekicks_order,goals_scored,creativity_rank,expected_assists_per_90,cost_change_event_fall,minutes,expected_goals_conceded,cost_change_start_fall,selected_rank_type,ep_next,now_cost_rank,event_points,value_form,starts,transfers_out_event,form_rank_type,threat_rank,influence_rank,now_cost_rank_type,form_rank,ict_index_rank_type,chance_of_playing_next_round,transfers_out,threat,ict_index_rank,in_dreamteam,web_name,direct_freekicks_order,clean_sheets,selected_by_percent,assists,expected_goal_involvements,expected_goal_involvements_per_90,creativity,ep_this,points_per_game_rank_type,points_per_game,expected_assists,yellow_cards,transfers_in,value_season,expected_goals,chance_of_playing_this_round,news,cost_change_event,form,total_points,selected_rank,penalties_missed,ict_index,goals_conceded,influence_rank_type,penalties_order,goals_conceded_per_90,cost_change_start,status,threat_rank_type,clean_sheets_per_90,expected_goals_per_90,influence,starts_per_90,dreamteam_count
170,Jóhann Berg Gudmundsson,49,MID,Burnley,2023-09-25T13:00:08.033849Z,1.33,0,0.0,0,15,29,94,253,0,0,0,2.0,0,143,0.13,0,171,2.52,1,215,0.0,219,0,0.1,3,118,139,336,293,141,298,123,25.0,3693,6.0,280,False,Gudmundsson,2.0,0,0.0,1,0.24,0.13,63.3,0.0,115,1.8,0.24,1,1183,1.4,0.00,25.0,Muscle injury - 25% chance of playing,0,0.6,7,575,0,10.4,4,123,,2.11,-1,d,171,0.0,0.0,34.2,1.58,0
171,Luke McNally,40,DEF,Burnley,2023-08-04T09:35:51.951556Z,0.0,0,0.0,0,0,0,194,525,0,0,0,,0,501,0.0,0,0,0.00,0,218,0.0,682,0,0.0,0,27,176,478,518,208,474,197,0.0,1497,0.0,522,False,McNally,,0,0.0,0,0.00,0.0,0.0,0.0,196,0.0,0.00,0,0,0.0,0.00,0.0,Season long loan to Stoke City,0,0.0,0,640,0,0.0,0,198,,0.0,0,u,183,0.0,0.0,0.0,0.0,0
172,Arijanet Muric,44,GKP,Burnley,,0.0,0,0.0,0,42,0,66,577,0,0,0,,0,558,0.0,0,0,0.00,1,53,-0.5,534,0,0.0,0,249,78,544,569,29,540,79,,12789,0.0,573,False,Muric,,0,0.2,0,0.00,0.0,0.0,-0.5,79,0.0,0.00,0,990,0.0,0.00,,,0,0.0,0,348,0,0.0,0,79,,0.0,-1,a,62,0.0,0.0,0.0,0.0,0
173,Dara O'Shea,44,DEF,Burnley,,2.36,0,0.0,0,66,52,97,428,0,0,0,,0,293,0.01,0,315,8.25,1,130,-0.5,523,0,0.0,3,332,213,295,182,126,534,93,,10417,11.0,273,False,O'Shea,,0,0.2,0,0.06,0.02,16.0,-0.5,147,0.5,0.02,0,3871,0.5,0.04,,,0,0.0,2,341,0,11.2,14,74,,4.0,-1,a,94,0.0,0.01,84.4,0.86,0
174,Michael Obafemi,49,FWD,Burnley,2023-08-06T23:30:05.563053Z,0.0,0,0.0,0,65,0,82,679,0,0,0,,0,676,0.0,0,0,0.00,1,79,0.0,259,0,0.0,0,72,81,671,677,51,663,81,0.0,3755,0.0,679,False,Obafemi,,0,0.0,0,0.00,0.0,0.0,0.0,82,0.0,0.00,0,1061,0.0,0.00,0.0,Hamstring injury - Unknown return date,0,0.0,0,564,0,0.0,0,80,,0.0,-1,i,81,0.0,0.0,0.0,0.0,0
175,Bailey Peacock-Farrell,40,GKP,Burnley,2023-07-26T11:25:50.410533Z,0.0,0,0.0,0,0,0,40,492,0,0,0,,0,469,0.0,0,0,0.00,0,80,0.0,640,0,0.0,0,25,55,443,485,55,440,56,0.0,773,0.0,490,False,Peacock-Farrell,,0,0.0,0,0.00,0.0,0.0,0.0,56,0.0,0.00,0,0,0.0,0.00,0.0,Joined Aarhus on loan,0,0.0,0,651,0,0.0,0,56,,0.0,0,u,35,0.0,0.0,0.0,0.0,0
176,Connor Roberts,44,DEF,Burnley,,1.85,0,0.0,0,490,98,20,320,0,0,0,,0,95,0.05,0,656,13.45,1,110,1.1,508,0,0.4,7,815,62,317,119,116,199,39,,15929,8.0,148,False,Roberts,,0,0.3,1,0.33,0.05,90.5,1.1,108,1.2,0.33,2,11324,2.3,0.00,,,0,1.6,10,288,0,21.8,18,47,,2.47,-1,a,106,0.0,0.0,120.2,0.96,0
177,Jay Rodriguez,53,FWD,Burnley,,2.51,0,0.0,0,183,4,49,396,0,0,0,,0,363,0.0,0,68,1.90,2,56,0.1,138,0,0.1,0,529,39,271,400,39,300,50,,20118,16.0,400,False,Rodriguez,,0,0.2,0,0.56,0.74,4.1,0.1,51,1.0,0.00,0,6666,0.8,0.56,,,0,0.6,4,349,0,2.0,2,47,1.0,2.65,-2,a,47,0.0,0.74,5.2,0.0,0
178,Charlie Taylor,39,DEF,Burnley,,1.54,0,0.0,0,28904,55,75,335,0,0,0,,0,246,0.02,0,450,7.71,1,38,0.5,705,0,0.3,5,5877,80,315,210,223,243,98,,88166,8.0,278,False,Taylor,,0,3.1,0,0.19,0.04,27.0,0.5,112,1.0,0.11,2,306031,1.3,0.08,,,0,1.0,5,100,0,10.8,9,84,,1.8,-1,a,104,0.0,0.02,72.6,1.0,0
179,Bobby Thomas,40,DEF,Burnley,2023-07-24T09:55:44.165399Z,0.0,0,0.0,0,0,0,188,513,0,0,0,,0,489,0.0,0,0,0.00,0,217,0.0,666,0,0.0,0,28,169,465,505,198,461,191,0.0,1087,0.0,510,False,Thomas,,0,0.0,0,0.00,0.0,0.0,0.0,190,0.0,0.00,0,0,0.0,0.00,0.0,Permanent transfer to Coventry,0,0.0,0,639,0,0.0,0,191,,0.0,0,u,176,0.0,0.0,0.0,0.0,0
180,Scott Twine,49,MID,Burnley,2023-08-21T08:28:24.720790Z,0.0,0,0.0,0,0,0,281,681,0,0,0,,0,678,0.0,0,0,0.00,1,267,0.0,262,0,0.0,0,16,272,673,679,171,665,282,0.0,2531,0.0,681,False,Twine,,0,0.0,0,0.00,0.0,0.0,0.0,281,0.0,0.00,0,119,0.0,0.00,0.0,Season long loan to Hull,0,0.0,0,661,0,0.0,0,281,,0.0,-1,u,279,0.0,0.0,0.0,0.0,0
181,Lawrence Vigouroux,40,GKP,Burnley,,0.0,0,0.0,0,66,0,33,476,0,0,0,,0,453,0.0,0,0,0.00,0,50,-0.5,621,0,0.0,0,212,48,427,469,48,424,49,,6956,0.0,474,False,Vigouroux,,0,0.2,0,0.00,0.0,0.0,-0.5,49,0.0,0.00,0,2535,0.0,0.00,,,0,0.0,0,323,0,0.0,0,49,,0.0,0,a,28,0.0,0.0,0.0,0.0,0
182,Victor da Silva,44,DEF,Burnley,2023-08-31T02:00:07.534376Z,2.04,0,0.0,0,74,12,109,358,0,0,0,,0,322,0.04,0,152,3.45,1,143,-0.1,549,1,0.1,2,156,116,308,371,136,340,131,100.0,9089,9.0,369,False,Vitinho,,0,0.1,0,0.08,0.05,12.5,-0.1,130,1.0,0.07,0,2155,0.7,0.01,100.0,,0,0.4,3,379,0,3.1,5,140,,2.96,-1,a,101,0.0,0.01,10.4,1.18,0
183,Wout Weghorst,55,FWD,Burnley,2023-08-10T13:52:51.426276Z,0.0,0,0.0,0,0,0,86,710,0,0,0,,0,710,0.0,0,0,0.00,0,73,0.0,96,0,0.0,0,64,85,708,710,29,701,86,0.0,14359,0.0,710,False,Weghorst,,0,0.0,0,0.00,0.0,0.0,0.0,86,0.0,0.00,0,0,0.0,0.00,0.0,On loan to Hoffenheim,0,0.0,0,509,0,0.0,0,86,,0.0,0,u,86,0.0,0.0,0.0,0.0,0
184,Anass Zaroury,49,MID,Burnley,2023-08-12T08:00:06.224285Z,2.47,0,0.0,0,30,1,129,685,1,0,0,3.0,0,234,0.09,0,59,1.62,1,192,-0.1,282,0,0.1,0,131,158,320,684,184,342,168,100.0,10588,8.0,367,False,Zaroury,,0,0.0,0,0.19,0.29,30.2,-0.1,285,0.0,0.06,0,1340,0.0,0.13,100.0,,0,0.4,0,529,0,3.2,1,285,,1.53,-1,a,163,0.0,0.2,0.0,0.0,0
475,Sander Berge,48,MID,Burnley,,2.11,0,0.0,2,400,68,80,209,0,0,0,,0,116,0.03,0,512,12.00,2,121,2.1,310,2,0.5,6,302,48,181,205,206,113,85,,10679,40.0,172,False,Berge,,0,0.1,1,0.48,0.09,77.2,2.1,88,2.1,0.16,1,5177,3.5,0.32,,,0,2.6,17,377,0,19.2,15,83,,2.64,-2,a,100,0.0,0.06,73.6,1.05,0
594,Zeki Amdouni,54,FWD,Burnley,,1.69,0,0.0,2,322,49,24,185,0,0,0,,1,168,0.05,0,464,8.72,1,46,1.9,135,0,0.4,7,2666,22,43,185,37,132,18,,31279,140.0,102,False,Amdouni,,1,0.3,0,1.57,0.31,55.2,1.9,28,2.4,0.25,1,45702,3.1,1.32,,,0,2.4,17,272,0,27.8,11,19,,2.13,-1,a,15,0.19,0.26,83.0,1.36,0
596,James Trafford,45,GKP,Burnley,,1.84,0,3.5,0,677,146,4,243,0,0,28,,0,406,0.0,0,720,14.70,0,23,1.5,408,0,0.4,8,1748,17,601,17,22,164,6,,35879,0.0,132,False,Trafford,,0,0.9,0,0.00,0.0,0.1,1.5,23,1.9,0.00,1,24744,3.3,0.00,,,0,2.0,15,172,0,23.5,20,6,,2.5,0,a,72,0.0,0.0,233.8,1.0,0
600,Nathan Redmond,48,MID,Burnley,2023-09-28T17:00:09.620680Z,2.28,0,0.0,0,12,10,155,378,0,0,0,,0,296,0.44,0,53,1.34,2,212,-0.2,294,0,0.0,0,83,255,351,381,193,642,174,50.0,3843,4.0,377,False,Redmond,,0,0.0,0,0.26,0.44,15.8,-0.1,172,1.0,0.26,0,434,0.6,0.00,25.0,Knock - 50% chance of playing,0,0.0,3,567,0,2.9,2,171,,3.4,-2,d,176,0.0,0.0,9.2,0.0,0
605,Luca Koleosho,50,MID,Burnley,,1.74,0,0.0,0,267,44,45,201,0,0,0,,0,63,0.14,0,501,9.69,0,97,1.3,210,1,0.4,7,1432,83,85,269,133,191,69,,12728,91.0,125,False,Koleosho,,1,0.2,1,1.17,0.21,114.5,1.3,86,2.2,0.79,0,28149,3.6,0.38,,,0,1.8,18,324,0,24.9,15,113,,2.69,0,a,52,0.18,0.07,44.2,1.26,0
608,Jacob Bruun Larsen,49,MID,Burnley,,2.26,0,0.0,0,66,38,133,264,0,0,0,,1,243,0.07,0,135,3.39,1,226,1.3,244,1,0.4,0,69,79,107,257,160,185,105,,1281,74.0,232,False,Bruun Larsen,1.0,0,0.0,0,0.56,0.38,27.9,1.3,122,1.7,0.10,0,934,2.4,0.46,,,0,1.8,12,589,0,14.9,3,104,,2.0,-1,a,63,0.0,0.31,50.0,0.0,0
622,Owen Dodgson,40,DEF,Burnley,2023-09-01T21:48:22.703139Z,0.0,0,0.0,0,0,0,190,515,0,0,0,,0,491,0.0,0,0,0.00,0,200,0.0,668,0,0.0,0,39,171,467,507,200,463,193,0.0,2871,0.0,512,False,Dodgson,,0,0.0,0,0.00,0.0,0.0,0.0,192,0.0,0.00,0,467,0.0,0.00,0.0,Season-long loan to Barnsley,0,0.0,0,542,0,0.0,0,193,,0.0,0,u,178,0.0,0.0,0.0,0.0,0
660,Wilson Odobert,50,MID,Burnley,,2.54,0,0.0,0,172,34,141,98,0,0,0,,1,263,0.63,0,101,2.85,0,271,0.9,214,6,0.3,1,32,100,177,259,136,222,122,,216,42.0,272,False,Odobert,,0,0.0,0,0.97,0.86,24.1,0.9,40,3.5,0.71,1,337,1.4,0.26,,,0,1.4,7,667,0,11.5,5,105,,4.46,0,a,98,0.0,0.23,48.6,0.89,0
674,Hannes Delcroix,40,DEF,Burnley,,2.13,0,0.0,0,130,35,84,431,0,0,0,,0,261,0.02,0,229,5.42,0,199,-0.1,652,0,0.1,2,77,115,175,281,189,339,99,,1289,42.0,279,False,Delcroix,,0,0.0,0,0.39,0.16,24.6,-0.1,149,0.4,0.04,1,2553,0.5,0.35,,,0,0.4,2,540,0,10.7,10,110,,3.93,0,a,38,0.0,0.14,40.6,0.79,0
675,Aaron Ramsey,50,MID,Burnley,2023-08-31T02:00:08.799075Z,1.45,0,0.0,0,404,27,146,304,0,0,0,,0,278,0.19,0,208,3.36,0,176,0.7,205,1,0.2,2,372,106,257,328,130,236,149,100.0,2850,18.0,326,False,A.Ramsey,,0,0.0,0,0.49,0.21,19.3,0.7,140,1.4,0.44,0,6083,1.4,0.05,100.0,,0,1.2,7,505,0,5.8,5,142,,2.16,0,a,136,0.0,0.02,22.4,0.87,0
694,Han-Noah Massengo,50,MID,Burnley,,0.0,0,0.0,0,15,0,296,700,0,0,0,,0,697,0.0,0,0,0.00,0,294,-0.5,202,0,0.0,0,17,290,692,699,127,686,297,,102,0.0,699,False,Massengo,,0,0.0,0,0.00,0.0,0.0,-0.5,297,0.0,0.00,0,159,0.0,0.00,,,0,0.0,0,701,0,0.0,0,297,,0.0,0,a,294,0.0,0.0,0.0,0.0,0
706,Mike Trésor,55,MID,Burnley,,1.29,0,0.0,0,37,14,127,266,0,0,0,1.0,0,231,0.08,0,144,2.07,0,217,0.5,113,2,0.2,1,169,121,300,364,70,258,152,,1570,11.0,330,False,M.Trésor,,0,0.0,0,0.39,0.24,31.1,0.5,124,1.7,0.13,0,3092,0.9,0.26,,,0,1.0,5,577,0,5.5,3,162,,1.88,0,a,156,0.0,0.16,12.4,0.62,0
126,Moisés Caicedo Corozo,47,MID,Chelsea,2023-10-03T22:30:07.822883Z,0.89,0,0.0,0,2153,68,107,227,0,0,0,,0,181,0.03,0,453,4.48,3,42,1.0,336,1,0.3,5,3807,93,288,196,220,211,113,100.0,241318,12.0,251,False,Caicedo,,2,1.5,0,0.30,0.06,48.1,2.0,99,2.0,0.16,1,71012,2.6,0.14,100.0,,0,1.5,12,141,0,13.5,4,79,,0.79,-3,a,148,0.4,0.03,78.0,0.99,0
145,Robert Sánchez,46,GKP,Chelsea,,1.04,0,2.62,4,15622,165,5,47,0,0,21,,0,407,0.0,0,720,8.28,-1,10,5.3,338,2,1.3,8,16572,2,646,41,13,17,11,,239812,0.0,174,False,Sanchez,,3,7.2,0,0.00,0.0,0.1,6.3,5,4.4,0.00,1,604135,7.6,0.00,,,0,5.8,35,54,0,19.1,7,11,,0.88,1,a,74,0.38,0.0,190.2,1.0,0
185,Ethan Ampadu,40,DEF,Chelsea,2023-07-20T08:39:43.633400Z,0.0,0,0.0,0,0,0,174,486,0,0,0,,0,463,0.0,0,0,0.00,0,226,0.0,633,0,0.0,0,14,154,437,479,177,434,177,0.0,777,0.0,484,False,Ampadu,,0,0.0,0,0.00,0.0,0.0,0.0,175,0.0,0.00,0,0,0.0,0.00,0.0,Permanent transfer to Leeds Utd,0,0.0,0,674,0,0.0,0,177,,0.0,0,u,160,0.0,0.0,0.0,0.0,0
187,Kepa Arrizabalaga,50,GKP,Chelsea,2023-08-15T08:06:29.726491Z,0.0,0,0.0,0,0,0,82,691,0,0,0,,0,687,0.0,0,0,0.00,0,44,0.0,173,0,0.0,0,388,85,682,690,5,676,85,0.0,80879,0.0,690,False,Arrizabalaga,,0,0.2,0,0.00,0.0,0.0,0.0,85,0.0,0.00,0,1775,0.0,0.00,0.0,One year loan deal to Real Madrid,0,0.0,0,304,0,0.0,0,85,,0.0,0,u,81,0.0,0.0,0.0,0.0,0
188,Pierre-Emerick Aubameyang,65,FWD,Chelsea,2023-07-24T09:59:36.133419Z,0.0,0,0.0,0,0,0,90,720,0,0,0,,0,720,0.0,0,0,0.00,0,82,0.0,47,0,0.0,0,25,89,720,720,17,713,90,0.0,1860,0.0,720,False,Aubameyang,,0,0.0,0,0.00,0.0,0.0,0.0,90,0.0,0.00,0,0,0.0,0.00,0.0,,0,0.0,0,602,0,0.0,0,90,,0.0,0,u,90,0.0,0.0,0.0,0.0,0
189,César Azpilicueta,45,DEF,Chelsea,2023-07-06T16:30:03.010661Z,0.0,0,0.0,0,0,0,225,599,0,0,0,,0,582,0.0,0,0,0.00,0,235,0.0,343,0,0.0,0,0,218,570,591,45,565,225,0.0,96,0.0,595,False,Azpilicueta,,0,0.0,0,0.00,0.0,0.0,0.0,225,0.0,0.00,0,0,0.0,0.00,0.0,Left the club as a free agent,0,0.0,0,721,0,0.0,0,226,,0.0,0,u,221,0.0,0.0,0.0,0.0,0
190,Abdul Rahman Baba,40,DEF,Chelsea,2023-07-13T08:07:47.494096Z,0.0,0,0.0,0,0,0,165,472,0,0,0,,0,449,0.0,0,0,0.00,0,233,0.0,617,0,0.0,0,5,145,423,465,166,420,168,0.0,242,0.0,470,False,Baba,,0,0.0,0,0.00,0.0,0.0,0.0,166,0.0,0.00,0,0,0.0,0.00,0.0,Permanent Transfer to PAOK,0,0.0,0,712,0,0.0,0,168,,0.0,0,u,151,0.0,0.0,0.0,0.0,0
191,Benoît Badiashile,44,DEF,Chelsea,2023-08-03T10:30:04.564668Z,0.0,0,0.0,0,40,0,222,580,0,0,0,,0,561,0.0,0,0,0.00,1,205,-0.2,537,0,0.0,0,56,215,547,572,132,543,223,50.0,3818,0.0,576,False,B.Badiashile,,0,0.0,0,0.00,0.0,0.0,0.1,223,0.0,0.00,0,529,0.0,0.00,25.0,Lack of match fitness - 50% chance of playing,0,0.0,0,566,0,0.0,0,224,,0.0,-1,d,217,0.0,0.0,0.0,0.0,0
192,Marcus Bettinelli,40,GKP,Chelsea,2023-08-03T10:30:04.581002Z,0.0,0,0.0,0,18,0,32,474,0,0,0,,0,451,0.0,0,0,0.00,0,77,-0.2,619,0,0.0,0,50,47,425,467,47,422,48,50.0,1288,0.0,472,False,Bettinelli,,0,0.0,0,0.00,0.0,0.0,0.0,48,0.0,0.00,0,588,0.0,0.00,0.0,Knee injury - 50% chance of playing,0,0.0,0,609,0,0.0,0,48,,0.0,0,d,27,0.0,0.0,0.0,0.0,0
193,Armando Broja,49,FWD,Chelsea,2023-08-03T10:30:04.596081Z,0.76,0,0.0,0,4445,26,47,160,0,0,0,,1,352,0.03,0,120,1.02,1,43,1.5,275,1,0.4,2,3527,24,161,284,57,167,42,100.0,16341,47.0,293,False,Broja,,1,0.5,0,0.62,0.47,6.1,2.5,23,2.7,0.04,0,54527,1.6,0.58,100.0,,0,2.0,8,239,0,9.0,1,33,,0.75,-1,a,39,0.75,0.44,38.4,1.5,0
194,Trevoh Chalobah,43,DEF,Chelsea,2023-08-11T16:00:07.662192Z,0.0,0,0.0,0,32,0,207,542,0,0,0,,0,521,0.0,0,0,0.00,2,186,-0.2,580,0,0.0,0,105,190,499,534,147,492,209,50.0,15591,0.0,538,False,Chalobah,,0,0.1,0,0.00,0.0,0.0,0.1,209,0.0,0.00,0,574,0.0,0.00,25.0,Lack of match fitness - 50% chance of playing,0,0.0,0,487,0,0.0,0,210,,0.0,-2,d,197,0.0,0.0,0.0,0.0,0
195,Ben Chilwell,55,DEF,Chelsea,2023-09-28T03:30:08.842279Z,1.1,0,0.0,2,161,66,12,177,0,0,0,2.0,0,47,0.34,0,334,4.08,0,15,0.0,103,0,0.0,4,86401,231,92,236,8,702,24,0.0,2817121,88.0,98,False,Chilwell,3.0,1,8.3,1,2.12,0.57,136.4,0.0,59,2.5,1.27,3,2117993,2.7,0.85,0.0,Hamstring injury - Unknown return date,0,0.0,15,46,0,28.1,5,95,,1.35,0,i,9,0.27,0.23,57.0,1.08,0
196,Carney Chukwuemeka,43,MID,Chelsea,2023-08-20T22:00:06.180442Z,1.41,0,0.0,0,21772,23,138,131,0,0,0,,1,258,0.14,0,125,1.96,2,38,-0.5,591,0,0.0,2,6181,180,183,291,311,498,126,100.0,277546,39.0,286,False,Chukwuemeka,,0,1.8,0,0.27,0.2,25.1,0.4,59,3.0,0.19,2,175294,1.4,0.08,75.0,,0,0.0,6,128,0,9.9,2,122,,1.44,-2,a,101,0.0,0.06,34.8,1.44,0
197,Levi Colwill,46,DEF,Chelsea,,1.04,0,0.0,3,20825,164,34,59,0,0,0,,0,148,0.04,0,709,8.19,-1,26,5.0,339,2,1.2,8,17022,9,78,99,43,20,19,,240108,97.0,88,False,Colwill,,3,6.3,1,1.13,0.15,60.9,6.0,19,4.1,0.29,0,559324,7.2,0.84,,,0,5.5,33,67,0,29.5,7,36,,0.89,1,a,6,0.38,0.11,137.2,1.02,1
198,Marc Cucurella Saseta,48,DEF,Chelsea,2023-09-17T20:30:06.589342Z,0.92,0,0.0,0,1063,36,99,136,0,0,0,,0,297,0.0,0,180,1.83,2,87,1.0,305,1,0.3,2,1623,71,654,292,35,212,115,100.0,42528,0.0,336,False,Cucurella,,1,0.5,0,0.01,0.0,15.6,2.0,46,3.0,0.01,2,28875,1.2,0.00,100.0,,0,1.5,6,229,0,5.1,1,112,,0.5,-2,a,232,0.5,0.0,34.6,1.0,0
199,Enzo Fernández,49,MID,Chelsea,,0.98,0,0.0,0,3941,83,11,245,0,0,0,1.0,0,16,0.2,0,687,7.47,1,30,2.0,277,1,0.5,8,14571,49,59,116,181,117,22,,334821,121.0,31,False,Enzo,1.0,4,3.3,0,3.56,0.47,231.1,3.0,110,1.9,1.51,3,236849,3.1,2.05,,,0,2.5,15,96,1,47.1,6,38,2.0,0.79,-1,a,35,0.52,0.27,121.4,1.05,0
200,David Datro Fofana,50,FWD,Chelsea,2023-07-11T09:30:03.546600Z,0.0,0,0.0,0,0,0,85,702,0,0,0,,0,699,0.0,0,0,0.00,0,94,0.0,212,0,0.0,0,5,84,694,701,47,688,84,0.0,339,0.0,701,False,D.D.Fofana,,0,0.0,0,0.00,0.0,0.0,0.0,85,0.0,0.00,0,0,0.0,0.00,0.0,Joined Union Berlin on a season-long loan - Expected back 01 Jul,0,0.0,0,708,0,0.0,0,84,,0.0,0,u,84,0.0,0.0,0.0,0.0,0
201,Wesley Fofana,44,DEF,Chelsea,2023-07-18T23:30:03.865981Z,0.0,0,0.0,0,27,0,223,588,0,0,0,,0,569,0.0,0,0,0.00,1,206,0.0,551,0,0.0,0,39,217,555,580,137,552,224,0.0,2737,0.0,584,False,W.Fofana,,0,0.0,0,0.00,0.0,0.0,0.0,224,0.0,0.00,0,474,0.0,0.00,0.0,Knee injury - Unknown return date,0,0.0,0,569,0,0.0,0,225,,0.0,-1,i,218,0.0,0.0,0.0,0.0,0
202,Conor Gallagher,54,MID,Chelsea,,0.97,0,0.0,0,1335,125,41,167,0,0,0,,0,59,0.11,0,675,7.29,1,76,2.7,131,5,0.6,8,1240,36,111,101,84,84,45,,40888,72.0,76,False,Gallagher,,3,0.4,1,1.35,0.18,118.2,3.7,70,2.6,0.83,1,31105,3.9,0.52,,,0,3.2,21,244,0,32.6,6,34,,0.8,-1,a,66,0.4,0.07,136.2,1.07,0
203,Malo Gusto,42,DEF,Chelsea,2023-09-24T16:30:06.897822Z,1.12,0,0.0,2,14297,108,33,79,1,0,0,,0,137,0.09,0,409,5.10,-2,18,0.5,598,0,0.2,5,19796,81,220,180,160,244,58,100.0,1026230,27.0,188,False,Gusto,,2,7.9,2,0.47,0.11,67.1,0.0,27,3.7,0.39,0,1621472,5.2,0.08,0.0,,0,1.0,22,51,0,18.0,4,72,,0.88,2,a,62,0.44,0.02,85.4,1.1,1
206,Reece James,53,DEF,Chelsea,2023-08-17T22:00:07.196935Z,1.48,0,0.0,0,9855,15,60,237,0,0,0,,0,217,0.5,0,75,1.23,2,36,-0.5,149,0,0.0,1,2859,230,357,368,11,696,117,100.0,1406768,3.0,341,False,James,2.0,0,3.3,0,0.45,0.54,35.9,0.0,79,2.0,0.42,0,209207,0.4,0.03,0.0,,0,0.0,2,98,0,5.0,1,139,,1.2,-2,a,125,0.0,0.04,11.4,1.2,0
207,Romelu Lukaku Bolingoli,68,FWD,Chelsea,2023-09-01T07:24:35.377267Z,0.0,0,0.0,0,0,0,91,721,0,0,0,,0,721,0.0,0,0,0.00,2,45,0.0,36,0,0.0,0,414,90,721,721,15,715,91,0.0,59167,0.0,721,False,Lukaku,,0,0.3,0,0.00,0.0,0.0,0.0,91,0.0,0.00,0,9006,0.0,0.00,0.0,Season-long loan to Roma,0,0.0,0,270,0,0.0,0,91,,0.0,-2,u,91,0.0,0.0,0.0,0.0,0
208,Noni Madueke,53,MID,Chelsea,2023-09-17T20:30:06.633877Z,2.02,0,0.0,0,170,7,170,401,0,0,0,,0,337,0.27,0,44,0.99,2,154,-0.3,151,0,0.0,0,288,174,227,388,98,375,160,100.0,10316,26.0,348,False,Madueke,,0,0.1,0,0.20,0.41,10.4,0.7,190,1.0,0.13,0,5099,0.6,0.07,100.0,,0,0.2,3,457,0,4.3,1,176,,2.05,-2,a,119,0.0,0.14,7.2,0.0,0
210,Mykhailo Mudryk,63,MID,Chelsea,2023-10-03T22:30:08.137788Z,0.81,0,0.0,0,1897,58,79,215,0,0,0,3.0,1,115,0.33,0,241,2.16,2,55,2.5,59,1,0.5,3,3956,42,116,224,37,96,79,100.0,233398,69.0,155,False,Mudryk,,2,1.0,0,1.57,0.59,77.4,3.5,94,2.1,0.88,1,49156,2.4,0.69,100.0,,0,3.0,15,170,0,21.1,2,91,,0.75,-2,a,69,0.75,0.26,64.0,1.12,0
211,Nicolas Jackson,69,FWD,Chelsea,2023-10-11T10:30:08.636447Z,0.99,0,0.0,2,8634,55,7,170,0,0,0,,2,98,0.13,0,554,6.12,1,13,1.1,35,6,0.3,6,15257,26,14,117,14,174,9,75.0,2055952,257.0,36,False,N.Jackson,,3,5.3,0,4.59,0.75,87.7,2.5,25,2.6,0.77,5,1070084,2.6,3.82,100.0,Wrist Injury - 75% chance of playing,0,2.0,18,75,0,46.3,5,15,,0.81,-1,d,6,0.49,0.62,121.0,0.97,0
212,Christopher Nkunku,73,FWD,Chelsea,2023-08-03T09:30:04.720287Z,0.0,0,0.0,0,195,0,92,722,0,0,0,,0,722,0.0,0,0,0.00,2,40,0.0,26,0,0.0,0,747,91,722,722,10,716,92,0.0,113866,0.0,722,False,Nkunku,,0,0.5,0,0.00,0.0,0.0,0.0,92,0.0,0.00,0,3876,0.0,0.00,0.0,Knee injury - Unknown return date,0,0.0,0,226,0,0.0,0,92,,0.0,-2,i,92,0.0,0.0,0.0,0.0,0
213,Christian Pulisic,55,MID,Chelsea,2023-07-14T08:03:53.480692Z,0.0,0,0.0,0,0,0,306,711,0,0,0,,0,711,0.0,0,0,0.00,0,296,0.0,104,0,0.0,0,5,302,710,711,64,703,306,0.0,378,0.0,711,False,Pulisic,,0,0.0,0,0.00,0.0,0.0,0.0,306,0.0,0.00,0,0,0.0,0.00,0.0,Permanent transfer to AC Milan,0,0.0,0,703,0,0.0,0,306,,0.0,0,u,306,0.0,0.0,0.0,0.0,0
214,Malang Sarr,44,DEF,Chelsea,,0.0,0,0.0,0,118,0,219,569,0,0,0,,0,550,0.0,0,0,0.00,1,158,-0.5,516,0,0.0,0,191,209,534,561,122,529,220,,6721,0.0,565,False,M.Sarr,,0,0.1,0,0.00,0.0,0.0,0.5,220,0.0,0.00,0,2913,0.0,0.00,,,0,0.0,0,409,0,0.0,0,221,,0.0,-1,a,213,0.0,0.0,0.0,0.0,0
215,Gabriel Słonina,40,GKP,Chelsea,2023-08-11T10:44:59.272960Z,0.0,0,0.0,0,0,0,51,519,0,0,0,,0,495,0.0,0,0,0.00,0,70,0.0,674,0,0.0,0,39,66,472,512,66,468,67,0.0,3325,0.0,516,False,Slonina,,0,0.0,0,0.00,0.0,0.0,0.0,67,0.0,0.00,0,0,0.0,0.00,0.0,Season long loan to KAS Eupen,0,0.0,0,541,0,0.0,0,67,,0.0,0,u,46,0.0,0.0,0.0,0.0,0
